model_id,model,estimated_capability
244,mpt-30b,"[0.80228204, -0.07947897, 0.73828644, -1.0923095, -0.41751826, 1.0211941, -5.7167478, -0.043387193, -2.0668902, 0.79585415, -0.22314031, 0.007831064, -0.24188708, 0.46449128, 0.3869343, 0.39662343, 0.053663686, -0.28766173, -0.12606089, -0.008483094, -2.0103266, 0.30980974, -0.06315301, 0.1926777, 0.49504426, -1.1145769, -0.33431903, 0.6403574, -0.1075693, 0.962812]"
245,mpt-7b,"[-1.7333238, 0.41289118, -0.9442198, -0.81342834, -0.44744727, -0.5714276, -2.3268127, -0.49840397, -2.750982, 0.85661507, -0.08630994, 0.22893389, -1.478066, 0.14810279, -0.40922982, -0.41452798, -0.41787922, 0.16810659, -1.1515956, -0.26914954, -3.132392, 0.021124018, -0.94922286, 0.61980385, -0.334538, 0.20317519, -0.36789653, 0.41996273, 0.24698724, 0.8711188]"
246,o1-2024-12-17,"[0.40878132, -0.03952891, -0.22719263, 1.0661191, 0.13045233, -0.14927122, -1.0620598, -0.18685652, 1.1255097, 1.3724419, 0.19876897, 0.061466064, -0.17502737, -0.032546822, 0.9092423, 7.313965, 0.40818834, 0.018895876, -0.068365134, 0.16532248, 0.73694414, -0.96207005, 0.24138695, -0.5189458, 0.15866037, 0.081651226, -0.76919144, -0.19334917, 0.061526876, -0.060336802]"
247,o1-2024-12-17_high,"[1.8590547, -0.13557109, 0.49852422, 1.1210607, 0.7844412, 0.29155314, -0.72998124, 0.08383313, 0.7120468, 2.2774973, -0.7993921, 0.31900543, 0.5392152, 0.17037727, 0.7645705, -0.625034, 0.40581483, 0.21289508, 6.929672, -0.3381333, 1.2390301, -0.30014682, 0.20018058, -0.049281884, 0.08998427, -0.16867918, -0.53480166, -0.100724205, 0.5850955, -0.230323]"
248,o1-2024-12-17_medium,"[2.199925, -0.08339396, -0.0497423, 1.2703859, 0.47941038, 0.006059593, -1.4763441, 0.12664598, 1.510725, 0.6811435, 0.11370498, -0.033999342, 6.2664857, -0.3145805, 0.08879812, -0.45226878, -0.26829144, 0.47702911, -0.14867735, 0.32252282, 0.9421111, 0.24228032, 0.60349226, -0.250505, -0.056570545, 0.24368572, -0.44200584, 0.22353008, 0.010890994, 1.2082778]"
249,o1-mini-2024-09-12_medium,"[0.72866786, 0.4346304, 0.4284296, -0.018269245, 0.1266112, 0.478564, -0.5503443, -0.69589585, 0.23224826, 1.0689616, 0.4013611, 0.16847767, -9.717479, -0.93746233, 0.06660161, -0.101648495, 0.040796157, 0.24748214, 0.0025625925, 0.3184802, 0.17890799, 0.13275008, 0.0038425913, -0.13511488, 0.45154008, 0.60716796, -0.36750108, -0.66618633, 0.02252003, 0.16383544]"
250,o1-preview-2024-09-12,"[0.103042364, 0.38636628, -0.57824713, 0.3575704, -0.16762875, -0.3042166, -0.7856897, -1.7435222, 0.74432844, 2.4751985, -0.05821045, 1.1199594, 0.31262296, -0.5229311, -0.045303397, -0.050357375, 0.25681096, 0.9565119, -1.7483903, -0.7735066, 0.85246074, -0.41760752, -2.0727816, -0.29313254, 0.53807163, 0.19277422, 0.16652697, -0.3424347, 0.03255207, 0.027677048]"
251,o3-2025-04-16_high,"[2.3263888, -0.88803697, -0.16251908, -0.08014914, 0.13974775, -0.9096283, -0.93457043, -0.06802877, 2.345527, 0.5263694, 0.47112036, -0.25049683, 0.37594122, -0.36415228, 0.09916673, -0.47106344, 4.5798306, -0.09110056, 0.185611, 0.6281906, 0.6546501, 0.5194209, 0.57850915, 0.19223467, 0.47451505, -0.029586185, -0.44059962, -0.32663295, -0.26177675, -0.4128057]"
252,o3-2025-04-16_medium,"[1.9163398, -1.8956562, 0.478152, 0.47724748, -0.04309112, 1.4731774, -0.7279573, -1.7810909, 2.5365815, -1.2823923, -0.81550646, 0.18165657, 0.66211444, 0.96504426, -0.3406861, -0.2024654, 0.4407324, -0.22139367, -0.06317865, 0.22639367, 0.6492046, -0.74816364, -0.15943345, -0.18654211, -0.08326422, -0.624039, 0.21864398, 0.8334516, 0.38231003, -0.5172371]"
253,o3-mini-2025-01-31_high,"[2.6055448, 0.24429885, -0.26813257, 0.17201687, -0.62284404, 0.49075148, -1.2466066, 0.67428255, 1.8142893, 1.0872191, -0.20227358, 0.25019515, -0.3189022, -1.3917245, 0.3918395, -0.34240764, -4.9222555, 0.79497975, -0.0017201056, -0.10406612, 0.4464988, -0.76997817, -0.0016365075, -0.14162391, 0.45532328, 0.34213355, 0.48607427, -0.2969738, 0.7525832, -1.8768673]"
254,o3-mini-2025-01-31_medium,"[1.9499851, 0.162691, 0.06818155, -0.07383256, -1.9770653, -0.34044972, 1.2023735, -0.105888724, 1.1422544, 1.0823745, 0.5669747, -0.04450603, 0.61357594, 0.6909979, 0.37133348, 0.51246554, -0.1344098, -0.36643764, -0.19014585, 0.35829565, 0.6568019, -1.0259442, 0.4646523, 0.080304265, 0.68168724, 2.6359053, -0.15320362, -0.28436673, 0.8501068, 0.14831853]"
255,o4-mini-2025-04-16_high,"[2.6007183, 0.13456477, -0.47414812, 0.26381475, -0.8289418, -0.30704835, -0.064834036, -0.40362805, 2.3301978, 1.2473897, -0.035345208, -1.0063207, -0.014612074, 0.39507046, 0.81702644, 0.37777454, 0.2156804, 0.36087632, 0.15794633, 0.35230336, 0.25330436, 0.24874867, -0.34683648, 0.351143, -0.5441909, -0.006471969, -5.6575737, 0.06550339, -0.038949586, -0.5532788]"
256,o4-mini-2025-04-16_medium,"[2.1325426, 0.28931895, 0.0066756783, 0.70254296, 0.51434976, 0.1021419, 1.1978176, 0.009717606, 2.1871073, 1.1371773, 0.23822854, -0.2599682, -6.881462, -0.36485898, -0.47626474, 0.4897498, 0.11295841, 0.35834557, 0.13003163, 0.1626418, 0.75145394, -1.2848934, -0.1564658, -0.3316504, 0.31842688, -0.53223157, 0.2885514, 0.20087865, -0.04124593, 0.51638967]"
257,phi-2,"[-3.312928, -0.09421541, -0.22173676, 0.40860015, -0.5080216, -0.08149976, -0.03299944, -0.12642068, -0.8170711, -1.7419612, -0.45434263, -0.15262799, -0.02133483, -0.42375514, -0.12319277, -4.673181, -0.04984012, 0.89540654, -0.057618856, -0.400571, -1.3520977, -0.17966333, 0.49734694, -0.04361162, 0.5511191, 0.26515228, -0.23885259, -0.009545293, -0.6115271, 0.35811666]"
258,phi-4,"[-0.8898813, -0.5308521, 0.22936104, 0.7983031, -0.37478393, 0.32762605, -0.21722005, 0.09225686, -1.5188082, 0.89525324, -0.24357583, 3.2063513, 0.2102782, -0.27947396, 0.4287168, 0.9547138, -0.4578148, -1.0992963, -0.50340694, -0.9746528, 0.32100776, 0.14051461, 1.1171272, 0.65596986, -0.075266965, -0.18086952, 0.25079888, -0.17255415, 0.40901214, -2.0881095]"
259,qwen1.5-110b-chat,"[-0.56559765, 0.26501438, -0.21174888, -0.5924112, 4.9194937, 0.14929743, 0.51192856, -0.6016697, -1.8113073, -1.5009284, 0.9278954, 0.009951937, 0.07847787, -2.3330154, 0.20229019, -0.04220552, 0.3199507, -0.4212291, -0.12792762, 0.36348593, 0.5750098, -0.6123736, 0.7320977, -0.61198354, 1.2397434, 0.46571288, -0.14313547, 0.18667102, -0.26489693, 0.51377505]"
260,qwen1.5-32B,"[0.7962861, -0.5384741, 0.1588504, -0.14600612, 0.21590084, -0.73032135, 1.1392676, -0.18456708, -0.9431923, -1.2797743, 0.08743469, -4.9521685, 0.029220216, 0.1930213, 0.4147414, -0.510119, 0.21429576, -0.7038954, -0.11657747, 0.038884856, -0.8012388, -0.29136014, -0.20879659, -0.047557943, -0.32146895, 0.43466496, -0.55289847, 0.09842326, -0.32951745, 1.4475269]"
261,qwen1.5-32b-chat,"[-0.08697448, 1.0792907, 0.07106513, -0.0001837759, 0.22137877, 1.450317, 0.053404063, -0.059515968, -3.0312393, -1.2552551, -0.77411246, -2.0962498, 1.0003042, 1.0744736, -0.09478305, -0.070870414, -0.28086105, -0.8936307, 0.31367365, -0.19604264, 0.00496702, -0.24012461, 0.32581818, -0.25648093, 0.35864195, -0.47292843, -0.6550948, -0.45985803, 0.1372576, 1.0884633]"
262,qwen1.5-72b-chat,"[-1.5078144, -0.26521757, -0.48572156, 0.8264415, 0.36910757, -1.3738368, 0.09832653, -0.5157006, 2.0369387, -1.4032172, -0.98423964, 1.0224669, 0.71161866, -1.6837019, 0.2172314, 0.23094594, 1.0033661, -1.2845386, 0.42334393, -0.14241648, -0.33758172, -0.7807143, 0.42417574, -0.26929867, 2.0852654, 0.3134159, 0.4804566, -1.2548882, -0.15033168, 0.7599852]"
263,qwen1.5-7b-chat,"[-0.9030731, -0.56027174, -0.022293033, 0.2512155, -0.3546312, 0.40839666, 0.18288822, 0.2899869, -1.930586, -2.0406666, 0.08557307, 0.039724685, 0.43267787, -0.5284932, 0.35443765, -0.4116734, 0.057599127, 0.18802683, -0.06352157, -0.08140715, -1.4390364, -0.15145019, -0.17589322, 0.010422279, 0.22732234, -7.073865, -0.09697386, -0.21673255, 0.17266625, 0.05306253]"
264,qwen2-57b-a14b-instruct,"[-1.0887672, -0.0712767, -9.408197, 0.14191611, 0.38283032, 0.075107306, -0.37820604, -0.0836625, -1.9062525, -0.76280123, -0.19253932, 0.08515287, 0.07185524, 0.29492307, 0.14754607, -0.16894095, -0.22393437, -0.746069, 0.22085117, 0.20193677, -0.3224089, -0.11134117, 0.42223352, -0.21719112, 0.21958458, 0.22453062, 0.5407945, -0.29610938, 0.15194763, 0.25037092]"
265,qwen2-72b-instruct,"[-0.3654931, 0.21805988, -0.2675471, -0.294451, -0.41663063, -0.95758355, -0.18579443, -0.3908265, -1.0084347, -0.4668893, 0.55611044, 0.0711357, 0.97740495, -0.19258925, -0.22042345, -0.20486139, -0.5824385, 1.1837722, 0.1029068, -0.096071735, 0.765374, 0.04842312, 0.025725761, -0.3155141, 0.28006974, 0.7621627, -5.3698506, -0.76999366, 0.018055169, -0.41071382]"
266,qwen2-7b-instruct,"[-1.003126, 0.13303936, 0.020419538, 0.22800355, 0.09715438, 0.14227496, -0.020256586, -0.1609049, -2.1309779, -1.1592968, -0.005858821, 0.25200042, -0.11633591, 0.043969214, 0.28360164, -0.050391212, 0.31468913, 0.40633237, 0.10775745, -0.14454444, 0.19529434, -0.06047475, -0.032253183, 8.910486, 0.68194467, -0.09012359, -0.357143, -0.25157863, -0.3932033, -0.028675616]"
267,qwen2.5-14b-instruct,"[-0.61051023, -9.1205015, 0.032499865, 0.38687652, 0.040319815, 0.120330095, -0.34570652, -0.4316873, -1.8700275, 0.5139706, 0.07600758, 0.100772135, 0.31602636, -0.12647401, 0.055349354, -0.04535211, -0.2238657, 0.05286527, -0.07152074, -0.12340339, 0.16632913, 0.14014322, -0.21951516, 0.048661523, -0.22749884, 0.12138642, 0.07549707, -0.23797426, -0.12111101, 0.20913883]"
268,qwen2.5-32b-instruct,"[-0.51844835, 0.0032300036, -0.029203162, 0.47590205, 0.32253626, 0.5621756, -0.21533878, -0.039970353, -1.4595379, 0.58093464, 0.15706387, -0.06416408, 0.29370072, -0.5162792, 0.023851937, 0.03623148, -0.031307194, 0.26388478, 0.40339625, -0.29854512, 0.3000793, 0.015689518, -13.208842, 0.07961094, 0.012644764, 0.16963437, 0.08396553, -0.09149228, -0.121848084, 0.19221781]"
269,qwen2.5-72b-instruct,"[-0.22978738, -0.30555087, -0.6800098, 0.20086725, 0.27657983, 0.31621027, -0.4213175, -0.13297832, -2.0718875, 1.1779318, -0.28677127, -0.13427481, 0.23555085, -0.03918057, 9.997989, 0.1808418, -0.11676729, 0.72468543, 0.31656462, 0.14615484, 0.7637715, -0.28115478, -0.67850584, -0.14518756, 0.3589344, -0.38336018, 0.0997768, -0.43704748, 0.09192465, 0.2560319]"
270,qwen2.5-7b-instruct,"[-1.2534682, -0.2910155, -0.054029286, 0.07369914, -0.069456436, -0.14990348, -0.28270242, -0.06444031, -3.066155, 0.18170288, 0.18570367, 0.15050797, 0.36123157, 0.042339366, 0.39365745, 0.40095833, 0.5387743, 0.1068441, 0.09296892, 0.52445227, 0.10600275, 0.33294082, 0.25503665, 8.050926, 0.13419552, 0.06285419, -0.18032125, 0.0048081935, 0.024902172, -0.2762408]"
